A80  3.88889  4.55556      4.5  4.77778  4.61111  4.61111  4.94444  4.22222
A100     3.5  4.55556  4.61111  5.33333  4.83333  4.33333      5.5  4.05556
BMW3 3.61111  5.22222  4.88889  5.66667  5.66667  5.61111  5.61111  4.33333
BMW5 3.16667  5.27778  5.11111  5.94444        6  5.38889  6.33333  4.22222
CiAX 3.83333  3.38889  3.16667  3.27778      3.5  3.11111  3.27778  3.38889
CiBX 3.61111  3.55556  3.44444  3.72222  3.72222  3.33333  3.72222  3.44444
FiPa 4.88889      2.5  2.16667  2.33333  1.88889  1.94444  1.88889  3.83333
FiUn 4.16667  2.66667  2.33333  2.72222  2.72222      2.5  2.55556        4
FiTi 3.83333  2.94444  2.66667  2.88889  3.11111  2.72222        3  4.22222
FoFi 4.61111  3.88889  3.05556  3.27778  2.72222  2.94444  2.94444  3.94444
M190 4.05556        6  5.61111  6.22222  4.55556  4.11111  6.16667  3.94444
M200 3.61111  6.05556  5.72222  6.33333  4.77778  3.88889  6.38889        4
NiMi 4.55556  3.77778  3.16667  3.22222  3.11111  2.77778  2.83333  3.66667
NiSu 4.16667        4  3.38889  3.61111  3.22222  3.05556  3.33333  4.05556
NiPr 3.83333        4  3.66667  4.05556  3.38889  3.44444  4.11111  3.94444
OpCo 4.44444  4.27778      3.5      3.5      3.5  3.27778  3.22222  3.61111
OpAs 4.16667  4.33333  3.83333  4.22222  3.55556  3.66667  4.27778  3.77778
OpVe 3.77778  4.38889        4  4.72222  3.77778  3.94444  4.66667  3.94444
P106 4.72222  3.55556  3.11111  3.44444  3.66667        3  2.94444  3.77778
P205     4.5  3.55556  3.38889  3.72222  3.77778      3.5  3.27778  3.72222
P306 4.16667      3.5  3.44444  4.38889  3.94444  3.61111  3.72222  3.72222
ReTw 4.44444  3.72222  3.22222  3.16667      3.5  2.83333  2.38889  3.61111
ReCl 4.33333  3.72222  3.33333  3.33333  3.27778  2.94444  3.11111  3.72222
Re19 3.77778  4.11111  3.72222  3.72222  3.88889  3.44444        4  3.94444
ToCo 4.11111  4.44444  3.44444  3.55556  3.11111  3.05556  3.77778        4
ToCa 4.05556      4.5  3.55556  3.83333  3.33333  3.33333  4.22222  4.11111
Trab 4.66667  2.22222  1.72222  1.66667  2.88889      2.5  1.33333        3
VWPo 4.83333  4.27778  3.94444  3.61111  2.66667  2.77778  2.88889  3.61111
VWGo 4.38889  4.61111      4.5  4.33333  4.27778  3.94444        4      4.5
VWPa 3.94444  4.61111  4.55556  4.83333  4.27778  3.61111  4.66667  4.38889
Wart 4.22222  1.94444  1.61111  1.83333  2.27778  1.88889  1.77778  2.77778
